"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"DEU_1999_SHIP","Germany",1999,"nonFU",,,,"nonFU",
"DEU_1999_conscripts","Germany",1999,,,,,,
"DEU_2000_KORAS4","Germany",2000,,,,,,
"DEU_2001_10276132","Germany",2001,,,,,,
"DEU_2001_10276133","Germany",2001,,,,,,
"DEU_2001_ESTHER","Germany",2001,"nonFU",,"nonFU","nonFU",,
"DEU_2002_EMIL","Germany",2002,"nonFU",,,,"nonFU",
"DEU_2002_HNRS","Germany",2002,"nonFU",,"nonFU","nonFU","nonFU",
"DEU_2004_SHIP","Germany",2004,,,,,,
"DEU_2005_KiGGS","Germany",2005,,,,,,
"DEU_2007_HELENA","Germany",2007,,,,,,
"DEU_2007_HNRS","Germany",2007,"FU","DEU_2002_HNRS","No","FU","FU",
"DEU_2007_KORAF4","Germany",2007,,,,,,
"DEU_2008_conscripts","Germany",2008,,,,,,
"DEU_2009_ESTHER","Germany",2009,"nonFU",,,,"nonFU",
"DEU_2009_IDEFICS","Germany",2009,,,,,,
"DEU_2009_conscripts","Germany",2009,,,,,,
"DEU_2010_DEGS1","Germany",2010,"nonFU",,,,"nonFU",
"DEU_2010_GHS","Germany",2010,,,,,,
"DEU_2010_SHIP","Germany",2010,"FU","No","No",,"FU",
"DEU_2010_SHIPTREND","Germany",2010,"nonFU",,"nonFU","nonFU","nonFU",
"DEU_2010_conscripts","Germany",2010,,,,,,
"DEU_2011_healthyboat","Germany",2011,,,,,,
"DEU_2013_HNRS","Germany",2013,"FU","DEU_2007_HNRS","No","FU","FU",
"DEU_2014_KORAFF4","Germany",2014,,,,,,
"DEU_2015_GHS","Germany",2015,,,,,,
"DEU_2015_SHIP","Germany",2015,"FU","No","No",,"FU",
"DEU_2016_KiGGS2","Germany",2016,,,,,,
"DEU_2017_SHIPTREND","Germany",2017,"FU","DEU_2010_SHIPTREND","No","FU","FU",
"DEU_2017_healthyboat","Germany",2017,,,,,,
"DEU_2019_COSI5","Germany",2019,,,,,,
"DEU_2019_GHS","Germany",2019,,,,,,
"DEU_2022_MEIA","Germany",2022,,"No",,,,
"DEU_2023_COSI6","Germany",2023,,,,,,
"DMA_2008_STEPS","Dominica",2008,"nonFU",,,,"nonFU",
"DMA_2009_GSHS","Dominica",2009,,,,,,
"DNK_1977_CON","Denmark",1977,,,,,,
"DNK_1978_CON","Denmark",1978,,,,,,
"DNK_1979_CON","Denmark",1979,,,,,,
"DNK_1980_CON","Denmark",1980,,,,,,
"DNK_1980_CSHRR","Denmark",1980,,,,,,
"DNK_1981_CON","Denmark",1981,,,,,,
"DNK_1981_CSHRR","Denmark",1981,,,,,,
"DNK_1982_CCHS","Denmark",1982,,,,,,
"DNK_1982_CON","Denmark",1982,,,,,,
"DNK_1982_CSHRR","Denmark",1982,,,,,,
"DNK_1983_CON","Denmark",1983,,,,,,
"DNK_1983_CSHRR","Denmark",1983,,,,,,
"DNK_1983_MONICA-GLOa","Denmark",1983,,,,,,
"DNK_1984_CON","Denmark",1984,,,,,,
"DNK_1984_CSHRR","Denmark",1984,,,,,,
"DNK_1985_2336544","Denmark",1985,,,,,,
"DNK_1985_CSHRR","Denmark",1985,,,,,,
"DNK_1985_INTERSALT","Denmark",1985,,,,,,
"DNK_1986_CSHRR","Denmark",1986,,,,,,
"DNK_1986_MONICA-GLOa","Denmark",1986,,,,,,
"DNK_1987_10208134","Denmark",1987,,,,,,
"DNK_1987_CSHRR","Denmark",1987,,,,,,
"DNK_1988_CSHRR","Denmark",1988,,,,,,
"DNK_1988_sMONICA","Denmark",1988,,,,,,
"DNK_1989_CSHRR","Denmark",1989,,,,,,
"DNK_1990_CSHRR","Denmark",1990,,,,,,
"DNK_1991_CSHRR","Denmark",1991,,,,,,
"DNK_1991_MONICAGLOa","Denmark",1991,,,,,,
"DNK_1992_CSHRR","Denmark",1992,,,,,,
"DNK_1993_CCHS","Denmark",1993,,,,,,
"DNK_1993_CSHRR","Denmark",1993,,,,,,
"DNK_1994_CSHRR","Denmark",1994,,,,,,
"DNK_1994_sMONICA","Denmark",1994,,,,,,
"DNK_1995_CSHRR","Denmark",1995,,,,,,
"DNK_1995_EPICaarhus","Denmark",1995,"nonFU",,,,"nonFU",
"DNK_1995_EPICcopenhagen","Denmark",1995,"nonFU",,,,"nonFU",
"DNK_1996_CSHRR","Denmark",1996,,,,,,
"DNK_1997_10208106","Denmark",1997,,,,,,
"DNK_1997_CSHRR","Denmark",1997,,,,,,
"DNK_1998_CSHRR","Denmark",1998,,,,,,
"DNK_1998_EYHS","Denmark",1998,,,,,,
"DNK_1999_CSHRR","Denmark",1999,,,,,,
"DNK_2000_CSHRR","Denmark",2000,,,,,,
"DNK_2001_CSHRR","Denmark",2001,,,,,,
"DNK_2002_CCHS","Denmark",2002,,,,,,
"DNK_2002_CSHRR","Denmark",2002,,,,,,
"DNK_2002_CoSCIS","Denmark",2002,,,,,,
"DNK_2003_10208119","Denmark",2003,,,,,,
"DNK_2003_CSHRR","Denmark",2003,,,,,,
"DNK_2004_CGPS1","Denmark",2004,,,,,,
"DNK_2004_EYHS","Denmark",2004,,,,,,
"DNK_2005_CGPS1","Denmark",2005,,,,,,
"DNK_2005_CoSCIS","Denmark",2005,,,,,,
"DNK_2006_CGPS1","Denmark",2006,,,,,,
"DNK_2006_CON","Denmark",2006,,,,,,
"DNK_2007_CGPS1","Denmark",2007,,,,,,
"DNK_2007_CON","Denmark",2007,,,,,,
"DNK_2007_Health2006","Denmark",2007,,,,,,
"DNK_2008_CGPS1","Denmark",2008,,,,,,
"DNK_2008_CHAMPS","Denmark",2008,,,,,,
"DNK_2008_CON","Denmark",2008,,,,,,
"DNK_2008_CoSCIS","Denmark",2008,,,,,,
"DNK_2008_DANHES","Denmark",2008,"nonFU",,,,"nonFU",
"DNK_2009_CGPS1","Denmark",2009,,,,,,
"DNK_2009_CHAMPSfall","Denmark",2009,,,,,,
"DNK_2009_CHAMPSspring","Denmark",2009,,,,,,
"DNK_2009_CON","Denmark",2009,,,,,,
"DNK_2010_CGPS1","Denmark",2010,,,,,,
"DNK_2010_CHAMPSfall","Denmark",2010,,,,,,
"DNK_2010_CHAMPSspring","Denmark",2010,,,,,,
"DNK_2010_CON","Denmark",2010,,,,,,
"DNK_2010_EYHS","Denmark",2010,"nonFU",,,,"nonFU",
"DNK_2011_CGPS1","Denmark",2011,,,,,,
"DNK_2011_CHAMPS","Denmark",2011,,,,,,
"DNK_2011_CON","Denmark",2011,,,,,,
"DNK_2012_CGPS1","Denmark",2012,,,,,,
"DNK_2012_CHAMPS","Denmark",2012,,,,,,
"DNK_2012_CON","Denmark",2012,,,,,,
"DNK_2012_Health2006","Denmark",2012,,"DNK_2007_Health2006","No",,,
"DNK_2012_OPUS","Denmark",2012,,,,,,
"DNK_2013_CGPS1","Denmark",2013,,,,,,
"DNK_2013_CHAMPS","Denmark",2013,,,,,,
"DNK_2013_CON","Denmark",2013,,,,,,
"DNK_2013_LCoMotion","Denmark",2013,,,,,,
"DNK_2014_CON","Denmark",2014,,,,,,
"DNK_2014_DanFunD","Denmark",2014,,,,,,
"DNK_2015_CGPS1","Denmark",2015,,,,,,
"DNK_2015_CGPS2","Denmark",2015,,,,,,
"DNK_2015_CHAMPS","Denmark",2015,,,,,,
"DNK_2015_CON","Denmark",2015,,,,,,
"DNK_2016_CGPS2","Denmark",2016,,,,,,
"DNK_2016_CON","Denmark",2016,,,,,,
"DNK_2016_COSI4","Denmark",2016,,,,,,
"DNK_2017_CGPS2","Denmark",2017,,,,,,
"DNK_2017_CON","Denmark",2017,,,,,,
"DNK_2018_CGPS2","Denmark",2018,,"No",,,,
"DNK_2018_CON","Denmark",2018,,,,,,
"DNK_2019_CGPS2","Denmark",2019,,"No",,,,
"DNK_2019_CON","Denmark",2019,,,,,,
"DNK_2019_COSI5","Denmark",2019,,,,,,
"DNK_2021_CGPS2","Denmark",2021,,"No",,,,
"DNK_2022_CGPS2","Denmark",2022,,,,,,
"DNK_2022_COSI6","Denmark",2022,,,,,,
"DOM_1991_DHS","Dominican Republic",1991,,,,,,
"DOM_1993_NRDVHS","Dominican Republic",1993,,,,,,
"DOM_1996_DHS","Dominican Republic",1996,,,,,,
"DOM_1997_EFRICARD","Dominican Republic",1997,,,,,,
"DOM_2011_EFRICARDII","Dominican Republic",2011,"nonFU",,,,"nonFU",
"DOM_2013_DHS","Dominican Republic",2013,,,,,,
"DOM_2017_ENPREFARHAS","Dominican Republic",2017,"nonFU",,,,"nonFU",
"DZA_2003_STEPS","Algeria",2003,"nonFU",,,,"nonFU",
"DZA_2005_TAHINA","Algeria",2005,"nonFU",,,,"nonFU",
"DZA_2008_ISOR","Algeria",2008,"nonFU",,,,"nonFU",
"DZA_2017_STEPS","Algeria",2017,"nonFU",,,,"nonFU",
"ECU_2004_RHS","Ecuador",2004,,,,,,
"ECU_2005_CARMELA","Ecuador",2005,,,,,,
"ECU_2009_FNH","Ecuador",2009,,,,,,
"ECU_2010_SABE","Ecuador",2010,"nonFU",,,,"nonFU",
"ECU_2012_ENSANUT","Ecuador",2012,"nonFU",,,,"nonFU",
"ECU_2014_ECV","Ecuador",2014,,,,,,
"ECU_2015_ELANS","Ecuador",2015,"nonFU",,,,"nonFU",
"ECU_2018_ENSANUT","Ecuador",2018,,,,,,
"ECU_2018_STEPS","Ecuador",2018,"nonFU",,,,"nonFU",
"EGY_1992_DHS","Egypt",1992,,,,,,
"EGY_1995_DHS","Egypt",1995,,,,,,
"EGY_2000_DHS","Egypt",2000,,,,,,
"EGY_2002_NS","Egypt",2002,,,,,,
"EGY_2003_DHS","Egypt",2003,,,,,,
"EGY_2004_citMarzouk","Egypt",2004,"nonFU",,,,"nonFU",
"EGY_2005_DHS","Egypt",2005,,,,,,
"EGY_2005_STEPS","Egypt",2005,"nonFU",,,,"nonFU",
"EGY_2008_DHS","Egypt",2008,,,,,,
"EGY_2008_citMostafa","Egypt",2008,"nonFU",,,,"nonFU",
"EGY_2011_GSHS","Egypt",2011,,,,,,
"EGY_2011_STEPS","Egypt",2011,"nonFU",,,,"nonFU",
"EGY_2014_DHS","Egypt",2014,,,,,,
"EGY_2015_DHS","Egypt",2015,,,,,,
"EGY_2017_STEPS","Egypt",2017,"nonFU",,,,"nonFU",
"ERI_1995_DHS","Eritrea",1995,,,,,,
"ERI_2002_DHS","Eritrea",2002,,,,,,
"ERI_2004_STEPS","Eritrea",2004,"nonFU",,,,"nonFU",
"ERI_2010_EPHS","Eritrea",2010,,,,,,
"ERI_2010_STEPS","Eritrea",2010,"nonFU",,,,"nonFU",
"ESP_1985_INTERSALT-Manresa","Spain",1985,,,,,,
"ESP_1986_INTERSALT-Torrejo","Spain",1986,,,,,,
"ESP_1987_MONICA-CATa","Spain",1987,,,,,,
"ESP_1989_CAT","Spain",1989,,,,,,
"ESP_1990_Cardiova","Spain",1990,,,,,,
"ESP_1991_MONICA-CATa","Spain",1991,,,,,,
"ESP_1992_10724008","Spain",1992,,,,,,
"ESP_1992_10724137","Spain",1992,,,,,,
"ESP_1992_10724462","Spain",1992,,,,,,
"ESP_1992_CVDRF","Spain",1992,,,,,,
"ESP_1995_10724138","Spain",1995,,,,,,
"ESP_1995_ENCV","Spain",1995,"nonFU",,,,"nonFU",
"ESP_1995_MONICA-CATa","Spain",1995,,,,,,
"ESP_1996_10724110","Spain",1996,,,,,,
"ESP_1997_10724113","Spain",1997,,,,,,
"ESP_1999_10724457","Spain",1999,,,,,,
"ESP_1999_EnKID","Spain",1999,,,,,,
"ESP_2000_10724458","Spain",2000,,,,,,
"ESP_2000_CORSAIB","Spain",2000,"nonFU",,,,"nonFU",
"ESP_2001_Ancianos","Spain",2001,,,,,,
"ESP_2001_EUREYE","Spain",2001,,,,,,
"ESP_2002_CHIS","Spain",2002,"nonFU",,,,"nonFU",
"ESP_2002_DINO","Spain",2002,"nonFU",,"nonFU","nonFU","nonFU",
"ESP_2003_10724463","Spain",2003,,,,,,
"ESP_2003_CDC","Spain",2003,"nonFU",,,,"nonFU",
"ESP_2003_EMAS","Spain",2003,"nonFU",,,,"nonFU",
"ESP_2004_RECCyL","Spain",2004,"nonFU",,,,"nonFU",
"ESP_2004_REGICOR","Spain",2004,"nonFU",,,,"nonFU",
"ESP_2004_citVIOQUE","Spain",2004,"nonFU",,"nonFU","nonFU","nonFU",
"ESP_2005_PREVICTUS","Spain",2005,"nonFU",,,,"nonFU",
"ESP_2007_10724459","Spain",2007,,,,,,
"ESP_2007_ARTPER-1","Spain",2007,,"No",,,,
"ESP_2007_HELENA","Spain",2007,,,,,,
"ESP_2008_EMAS","Spain",2008,"FU","No","No",,"FU",
"ESP_2008_HERMEX","Spain",2008,"nonFU",,"nonFU","nonFU","nonFU",
"ESP_2009_ENRICA","Spain",2009,"nonFU",,"nonFU","nonFU","nonFU",
"ESP_2009_IDEFICS","Spain",2009,,,,,,
"ESP_2009_RECCyL","Spain",2009,"nonFU",,,,"nonFU",
"ESP_2010_Di@betes","Spain",2010,,,,,,
"ESP_2010_Diabetes","Spain",2010,,"No",,,,
"ESP_2010_ENERGY","Spain",2010,,,,,,
"ESP_2011_COSI2","Spain",2011,,,,,,
"ESP_2012_ARTPER-2","Spain",2012,,"ESP_2007_ARTPER-1",,,,
"ESP_2012_POIBC","Spain",2012,,,,,,
"ESP_2013_ANIBES","Spain",2013,"nonFU",,,,"nonFU",
"ESP_2013_BREATHE","Spain",2013,,,,,,
"ESP_2013_COSI3","Spain",2013,,,,,,
"ESP_2013_INMA-Menorca","Spain",2013,,,,,,
"ESP_2013_INMA-Sabadell","Spain",2013,,,,,,
"ESP_2013_INMAval","Spain",2013,,,,,,
"ESP_2014_INMAval","Spain",2014,,,,,,
"ESP_2014_POIBC","Spain",2014,,,,,,
"ESP_2014_PREFITAlmeria","Spain",2014,,,,,,
"ESP_2014_PREFITCadiz","Spain",2014,,,,,,
"ESP_2014_PREFITCastellon","Spain",2014,,,,,,
"ESP_2014_PREFITCuenca","Spain",2014,,,,,,
"ESP_2014_PREFITGranada","Spain",2014,,,,,,
"ESP_2014_PREFITLasPalmas","Spain",2014,,,,,,
"ESP_2014_PREFITMadrid","Spain",2014,,,,,,
"ESP_2014_PREFITMallorca","Spain",2014,,,,,,
"ESP_2014_PREFITZaragoza","Spain",2014,,,,,,
"ESP_2014_RECCyL","Spain",2014,"nonFU",,,,"nonFU",
"ESP_2015_ENRICA","Spain",2015,,"ESP_2009_ENRICA","No",,,
"ESP_2015_INMA-Sabadell","Spain",2015,,,,,,
"ESP_2015_PREFITVitoria","Spain",2015,,,,,,
"ESP_2016_COSI4","Spain",2016,,,,,,
"ESP_2016_INMA-Gipuzkoa","Spain",2016,,,,,,
"ESP_2016_INMAval","Spain",2016,,,,,,
"ESP_2017_ENRICASenior","Spain",2017,"nonFU",,"nonFU","nonFU",,
"ESP_2017_INMA-Sabadell","Spain",2017,,,,,,
"ESP_2018_ECHOCAT","Spain",2018,,,,,,
"ESP_2018_INMA-Gipuzkoa","Spain",2018,,,,,,
"ESP_2018_SANTBOISA","Spain",2018,,,,,,
"ESP_2019_COSI5","Spain",2019,,,,,,
"ESP_2019_ENRICASenior","Spain",2019,"FU","ESP_2017_ENRICASenior","No","FU",,
"ESP_2019_PASOS","Spain",2019,,,,,,
"ESP_2021_INMA-Gipuzkoa","Spain",2021,,,,,,
"ESP_2022_EHDLA","Spain",2022,,,,,,
"ESP_2023_COSI6","Spain",2023,,,,,,
"ESP_2023_PASOS","Spain",2023,,,,,,
"ESP_2023_SANTBOISA","Spain",2023,,,,,,
"EST_1985_9233013","Estonia",1985,,,,,,
"EST_1993_9233014","Estonia",1993,,,,,,
"EST_1997_citPomerleau","Estonia",1997,,,,,,
"EST_2000_9233015","Estonia",2000,,,,,,
"EST_2002_Biobank","Estonia",2002,,,,,,
"EST_2003_Biobank","Estonia",2003,,,,,,
"EST_2003_EMAS","Estonia",2003,"nonFU",,,,"nonFU",
"EST_2004_Biobank","Estonia",2004,,,,,,
"EST_2007_Biobank","Estonia",2007,,,,,,
"EST_2008_Biobank","Estonia",2008,,,,,,
"EST_2008_EMAS","Estonia",2008,"FU","No","No",,"FU",
"EST_2009_Biobank","Estonia",2009,,,,,,
"EST_2009_IDEFICS","Estonia",2009,,,,,,
"EST_2010_Biobank","Estonia",2010,,,,,,
"EST_2014_RTU","Estonia",2014,"nonFU",,,,"nonFU",
"EST_2016_COSI4","Estonia",2016,,,,,,
"EST_2019_COSI5","Estonia",2019,,,,,,
"EST_2022_COSI6","Estonia",2022,,,,,,
"ETH_2000_DHS","Ethiopia",2000,,,,,,
"ETH_2005_DHS","Ethiopia",2005,,,,,,
"ETH_2006_STEPS","Ethiopia",2006,"nonFU",,,,"nonFU",
"ETH_2011_DHS","Ethiopia",2011,,,,,,
"ETH_2014_ESS2","Ethiopia",2014,,,,,,
"ETH_2015_MNS","Ethiopia",2015,,,,,,
"ETH_2015_STEPS","Ethiopia",2015,"nonFU",,,,"nonFU",
"ETH_2016_ARISEHa","Ethiopia",2016,,,,,,
"ETH_2016_ARISEKe","Ethiopia",2016,,,,,,
"ETH_2016_DHS","Ethiopia",2016,,,,,,
"ETH_2018_SUDSAddis","Ethiopia",2018,,,,,,
"ETH_2018_SUDSKersa","Ethiopia",2018,,,,,,
"ETH_2024_STEPS","Ethiopia",2024,,"No",,,,
"FIN_1980_YFS_rural","Finland",1980,,,,,,
"FIN_1980_YFS_urban","Finland",1980,,,,,,
"FIN_1982_MONICA-FIN","Finland",1982,,,,,,
"FIN_1983_YFS_rural","Finland",1983,,,,,,
"FIN_1983_YFS_urban","Finland",1983,,,,,,
"FIN_1984_FINE","Finland",1984,,,,,,
"FIN_1985_INTERSALT-Joensuu","Finland",1985,,,,,,
"FIN_1985_INTERSALT-Turku","Finland",1985,,,,,,
"FIN_1986_YFS_rural","Finland",1986,,,,,,
"FIN_1986_YFS_urban","Finland",1986,,,,,,
"FIN_1987_KIHD","Finland",1987,,,,,,
"FIN_1987_MONICA-FIN","Finland",1987,,,,,,
"FIN_1989_FINE","Finland",1989,,,,,,
"FIN_1991_Oulu35","Finland",1991,,,,,,
"FIN_1992_FINRISK","Finland",1992,,,,,,
"FIN_1992_KIHD","Finland",1992,"nonFU",,,,"nonFU",
"FIN_1994_FINE","Finland",1994,,,,,,
"FIN_1997_FINRISK","Finland",1997,,,,,,
"FIN_1997_NFBC66","Finland",1997,"nonFU",,,,"nonFU",
"FIN_1997_Oulu35","Finland",1997,"nonFU",,,,"nonFU",
"FIN_1997_Savi","Finland",1997,"nonFU",,,,"nonFU",
"FIN_2000_FINE","Finland",2000,,,,,,
"FIN_2000_KIHD","Finland",2000,,,,,,
"FIN_2001_HS","Finland",2001,"nonFU",,"nonFU","nonFU","nonFU",
"FIN_2001_YFS_rural","Finland",2001,"nonFU",,,,"nonFU",
"FIN_2001_YFS_urban","Finland",2001,"nonFU",,,,"nonFU",
"FIN_2002_FINRISK","Finland",2002,,,,,,
"FIN_2002_NFBC86","Finland",2002,,,,,,
"FIN_2002_Oulu45","Finland",2002,"nonFU",,,,"nonFU",
"FIN_2003_HBCS","Finland",2003,"nonFU",,,,"nonFU",
"FIN_2005_10246122","Finland",2005,,,,,,
"FIN_2005_10246506","Finland",2005,,,,,,
"FIN_2007_FINRISK","Finland",2007,,,,,,
"FIN_2007_KIHD","Finland",2007,"FU","No","No",,"FU",
"FIN_2007_Oulu35","Finland",2007,,,,,,
"FIN_2007_YFS_rural","Finland",2007,"FU","No","No",,"FU",
"FIN_2007_YFS_urban","Finland",2007,"FU","No","No",,"FU",
"FIN_2008_Athletes","Finland",2008,"nonFU",,,,"nonFU",
"FIN_2008_Savi","Finland",2008,"nonFU",,,,"nonFU",
"FIN_2011_YFS_rural","Finland",2011,"FU","FIN_2007_YFS_rural","No","nonFU","FU",
"FIN_2011_YFS_urban","Finland",2011,"FU","FIN_2007_YFS_urban","No","nonFU","FU",
"FIN_2012_FINRISK","Finland",2012,,,,,,
"FIN_2012_HS","Finland",2012,"FU_w_refreshers","FIN_2001_HS","Yes","FU_w_refreshers","nonFU",
"FIN_2012_ISCOLE","Finland",2012,,,,,,
"FIN_2012_NFBC66","Finland",2012,"nonFU",,"nonFU","nonFU",,
"FIN_2016_RPHC_rural","Finland",2016,,,,,,
"FIN_2016_RPHC_urban","Finland",2016,,,,,,
"FIN_2017_FinHealth","Finland",2017,"nonFU",,"nonFU","nonFU","nonFU",
"FIN_2017_RPHC_rural","Finland",2017,,,,,,
"FIN_2017_RPHC_urban","Finland",2017,,,,,,
"FIN_2018_RPHC_rural","Finland",2018,,,,,,
"FIN_2018_RPHC_urban","Finland",2018,,,,,,
"FIN_2019_COSI5","Finland",2019,,,,,,
"FIN_2019_Savi","Finland",2019,"FU","FIN_2008_Savi","No","nonFU","FU",
"FIN_2019_YFSfu","Finland",2019,,"FIN_1980_YFS",,,,
"FIN_2020_NFBC86","Finland",2020,"nonFU",,"nonFU","nonFU","nonFU",
"FIN_2022_COSI6","Finland",2022,,,,,,
"FIN_2023_Healthy","Finland",2023,,"No",,,,
"FJI_1980_NCVDS","Fiji",1980,,,,,,
"FJI_2002_STEPS","Fiji",2002,"nonFU",,,,"nonFU",
"FJI_2006_OPIC-MYP","Fiji",2006,,,,,,
"FJI_2008_OPIC-MYP","Fiji",2008,"nonFU",,,,"nonFU",
"FJI_2009_EHS","Fiji",2009,,,,,,
"FJI_2011_STEPS","Fiji",2011,"nonFU",,,,"nonFU",
"FJI_2016_GSHS","Fiji",2016,,,,,,
"FJI_2021_MICS6","Fiji",2021,,,,,,
"FJI_2024_STEPS","Fiji",2024,,"No",,,,
"FRA_1986_MONICA-STRa","France",1986,,,,,,
"FRA_1986_MONICA-STRa-Y","France",1986,,,,,,
"FRA_1986_MONICA-TOUa","France",1986,,,,,,
"FRA_1988_MONICAlille","France",1988,,,,,,
"FRA_1990_MONICA-TOUa","France",1990,,,,,,
"FRA_1995_MONICA-TOUa","France",1995,,,,,,
"FRA_1996_MONICAlille","France",1996,,,,,,
"FRA_1996_MONICAstrasbourg","France",1996,,,,,,
"FRA_2000_10250490","France",2000,,,,,,
"FRA_2000_3C","France",2000,,,,,,
"FRA_2000_Corpu","France",2000,,,,,,
"FRA_2006_INCA2Adults","France",2006,,,,,,
"FRA_2006_INCA2Children","France",2006,,,,,,
"FRA_2006_MONALISAbasrhin","France",2006,,,,,,
"FRA_2006_MONALISAtoulouse","France",2006,,,,,,
"FRA_2007_3C","France",2007,,,,,,
"FRA_2007_Corpu","France",2007,,,,,,
"FRA_2007_ENNS","France",2007,"nonFU",,,,"nonFU",
"FRA_2007_HELENA","France",2007,,,,,,
"FRA_2007_MONALISAlille","France",2007,,"No",,,,
"FRA_2009_3C","France",2009,"nonFU",,"nonFU","nonFU",,
"FRA_2010_EDEN","France",2010,,,,,,
"FRA_2011_EDEN","France",2011,,,,,,
"FRA_2012_CONSTANCES","France",2012,,"No",,,,
"FRA_2012_EDEN","France",2012,,,,,,
"FRA_2012_ELISABETdunkerque","France",2012,,,,,,
"FRA_2012_ELISABETlille","France",2012,,,,,,
"FRA_2013_CONSTANCES","France",2013,"nonFU",,,,"nonFU",
"FRA_2013_CONSTANCESw","France",2013,,,,,,
"FRA_2013_EDEN","France",2013,,,,,,
"FRA_2014_CONSTANCESw","France",2014,,,,,,
"FRA_2014_EDEN","France",2014,,,,,,
"FRA_2015_CONSTANCESw","France",2015,,,,,,
"FRA_2015_EDEN","France",2015,,,,,,
"FRA_2015_Esteban","France",2015,"nonFU",,,,"nonFU",
"FRA_2016_CONSTANCES","France",2016,"nonFU",,,,"nonFU",
"FRA_2016_CONSTANCESw","France",2016,,,,,,
"FRA_2016_COSI4","France",2016,,,,,,
"FRA_2016_EDEN","France",2016,,,,,,
"FRA_2017_CONSTANCESw","France",2017,,,,,,
"FRA_2018_CONSTANCESFU","France",2018,"FU","No","No",,"FU",
"FRA_2019_CONSTANCES","France",2019,"nonFU",,,,"nonFU",
"FRA_2021_CONSTANCES","France",2021,"nonFU",,,,"nonFU",
"FRA_2021_CONSTANCESFU","France",2021,"FU","No","No",,"FU",
"FSM_2002_STEPS_pohnpei","Micronesia",2002,"nonFU",,,,"nonFU",
"FSM_2006_STEPS_chuuk","Micronesia",2006,"nonFU",,,,"nonFU",
"FSM_2008_STEPS_pohnpei","Micronesia",2008,"nonFU",,,,"nonFU",
"FSM_2009_STEPS_kosrae","Micronesia",2009,"nonFU",,,,"nonFU",
"FSM_2009_STEPS_yap","Micronesia",2009,"nonFU",,,,"nonFU",
"FSM_2016_STEPS","Micronesia",2016,"nonFU",,,,"nonFU",
"GAB_2000_DHS","Gabon",2000,,,,,,
"GAB_2009_STEPS","Gabon",2009,"nonFU",,,,"nonFU",
"GAB_2012_DHS","Gabon",2012,,,,,,
"GAB_2020_DHS","Gabon",2020,,,,,,
"GBR_1980_BCS70","United Kingdom",1980,,,,,,
"GBR_1982_NSHD","United Kingdom",1982,,,,,,
"GBR_1984_MONICA-BELa","United Kingdom",1984,,,,,,
"GBR_1985_INTERSALT-Belfast","United Kingdom",1985,,,,,,
"GBR_1985_INTERSALT-Birmingham","United Kingdom",1985,,,,,,
"GBR_1985_INTERSALT-Wales","United Kingdom",1985,,,,,,
"GBR_1985_SHHS","United Kingdom",1985,,,,,,
"GBR_1986_BCS70","United Kingdom",1986,,,,,,
"GBR_1987_DNS","United Kingdom",1987,,,,,,
"GBR_1987_MONICA-BELa","United Kingdom",1987,,,,,,
"GBR_1988_EAS","United Kingdom",1988,,,,,,
"GBR_1989_NSHD","United Kingdom",1989,,,,,,
"GBR_1991_NCDS","United Kingdom",1991,,,,,,
"GBR_1992_HSE","United Kingdom",1992,"nonFU",,,,"nonFU",
"GBR_1992_MONICA-BELa","United Kingdom",1992,,,,,,
"GBR_1992_MONICA-GLAa","United Kingdom",1992,,,,,,
"GBR_1993_10826504","United Kingdom",1993,,,,,,
"GBR_1993_EAS","United Kingdom",1993,,,,,,
"GBR_1993_HSE","United Kingdom",1993,"nonFU",,,,"nonFU",
"GBR_1994_HSE","United Kingdom",1994,"nonFU",,,,"nonFU",
"GBR_1995_EPICnorfolk","United Kingdom",1995,"nonFU",,,,"nonFU",
"GBR_1995_HAS","United Kingdom",1995,,,,,,
"GBR_1995_HSE","United Kingdom",1995,,,,,,
"GBR_1995_MONICA-GLAa","United Kingdom",1995,,,,,,
"GBR_1995_NDNS","United Kingdom",1995,,,,,,
"GBR_1995_SHS","United Kingdom",1995,"nonFU",,,,"nonFU",
"GBR_1996_BCS70","United Kingdom",1996,,,,,,
"GBR_1996_HSE","United Kingdom",1996,,,,,,
"GBR_1997_HSE","United Kingdom",1997,"nonFU",,,,"nonFU",
"GBR_1997_NDNS","United Kingdom",1997,,,,,,
"GBR_1998_HSE","United Kingdom",1998,"nonFU",,,,"nonFU",
"GBR_1998_INTERMAP-Belfast","United Kingdom",1998,,,,,,
"GBR_1998_INTERMAP-WestBromwich","United Kingdom",1998,,,,,,
"GBR_1998_SHS","United Kingdom",1998,"nonFU",,,,"nonFU",
"GBR_1999_ALSPAC1","United Kingdom",1999,,,,,,
"GBR_1999_BRHS","United Kingdom",1999,"nonFU",,,,"nonFU",
"GBR_1999_HSE","United Kingdom",1999,,,,,,
"GBR_1999_NSHD","United Kingdom",1999,"nonFU",,,,"nonFU",
"GBR_1999_SportsLinx","United Kingdom",1999,,,,,,
"GBR_2000_ALSPAC2","United Kingdom",2000,,,,,,
"GBR_2000_BWHHS","United Kingdom",2000,"nonFU",,,,"nonFU",
"GBR_2000_EAS","United Kingdom",2000,,,,,,
"GBR_2000_HSE","United Kingdom",2000,,,,,,
